,Classifier,Target,Choice,Edge,Feature Selection,Type of feature,Percentage,Refit Metric,Num_nodes,Num edges,% Positive edges,ROI_strl_thresh,train_balanced_accuracy,train_accuracy,train_f1_weighted,train_roc_auc_ovr_weighted,test_balanced_accuracy,test_accuracy,test_f1_weighted,test_roc_auc_ovr_weighted
162,SVC,Openness,keep median,pearson,solver,mean_FA,2.18,balanced_accuracy,13,76,100.0,0,73.938,74.684,69.697,88.61,62.222,59.574,55.814,61.296
163,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,2.151,balanced_accuracy,13,75,100.0,0,76.128,76.25,74.667,32.957,50.725,51.064,41.026,47.011
164,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,2.123,balanced_accuracy,13,74,100.0,0,100.0,100.0,100.0,100.0,42.21,42.553,30.769,37.862
165,SVC,Agreeableness,keep median,pearson,solver,mean_strl,2.094,balanced_accuracy,13,73,100.0,0,87.689,87.671,86.567,95.379,59.615,55.319,61.818,66.516
166,SVC,Neuroticism,keep median,pearson,solver,mean_FA,2.065,balanced_accuracy,13,72,100.0,0,89.834,90.123,88.889,6.327,49.815,46.809,39.024,61.296
167,SVC,Openness,keep median,pearson,solver,mean_strl,2.037,balanced_accuracy,13,71,100.0,0,64.64,65.823,55.738,20.335,61.019,57.447,50.0,27.963
168,SVC,Extraversion,keep median,pearson,solver,mean_FA,1.951,balanced_accuracy,13,68,100.0,0,79.365,79.487,77.778,22.884,48.901,51.064,61.017,44.872
169,SVC,Agreeableness,keep median,pearson,solver,mean_FA,1.922,balanced_accuracy,13,67,100.0,0,81.364,82.192,78.689,95.303,53.167,42.553,42.553,51.131
170,SVC,Openness,keep median,pearson,solver,mean_FA,1.865,balanced_accuracy,12,65,100.0,0,64.801,65.823,57.143,31.403,60.37,57.447,52.381,34.63
171,SVC,Agreeableness,keep median,pearson,solver,mean_strl,1.836,balanced_accuracy,12,64,100.0,0,100.0,100.0,100.0,100.0,64.367,55.319,58.824,57.24
172,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,1.807,balanced_accuracy,12,63,100.0,0,84.586,85.0,82.857,8.835,57.337,57.447,54.545,40.489
173,SVC,Neuroticism,keep median,pearson,solver,mean_FA,1.779,balanced_accuracy,12,62,100.0,0,78.317,79.012,75.362,23.894,48.519,46.809,44.444,57.407
174,SVC,Neuroticism,keep median,pearson,solver,num_streamlines,1.75,balanced_accuracy,12,61,100.0,0,76.904,76.543,75.949,82.74,48.426,48.936,53.846,52.222
175,SVC,Extraversion,keep median,pearson,solver,mean_strl,1.721,balanced_accuracy,12,60,100.0,0,87.5,88.462,85.714,0.0,52.473,48.936,29.412,44.689
176,SVC,Openness,keep median,pearson,solver,mean_strl,1.692,balanced_accuracy,12,59,100.0,0,65.122,65.823,59.701,35.135,60.926,59.574,59.574,33.241
177,SVC,Agreeableness,keep median,pearson,solver,mean_FA,1.664,balanced_accuracy,12,58,100.0,0,87.955,87.671,86.957,93.03,60.747,63.83,73.016,63.348
178,SVC,Extraversion,keep median,pearson,solver,mean_FA,1.578,balanced_accuracy,11,55,100.0,0,100.0,100.0,100.0,0.0,65.018,63.83,62.222,35.714
179,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,1.549,balanced_accuracy,11,54,100.0,0,50.0,52.5,0.0,36.153,50.0,51.064,0.0,35.87
180,SVC,Openness,keep median,pearson,solver,mean_strl,1.52,balanced_accuracy,11,53,100.0,0,76.641,77.215,73.529,87.001,51.667,48.936,42.857,58.611
181,SVC,Openness,keep median,pearson,solver,mean_FA,1.492,balanced_accuracy,11,52,100.0,0,68.694,69.62,62.5,84.717,60.37,57.447,52.381,60.37
182,SVC,Agreeableness,keep median,pearson,solver,mean_FA,1.463,balanced_accuracy,11,51,100.0,0,95.985,95.89,95.522,99.697,65.498,63.83,71.186,65.385
183,SVC,Neuroticism,keep median,pearson,solver,mean_strl,1.434,balanced_accuracy,11,50,100.0,0,85.227,83.951,85.057,0.799,45.185,48.936,61.29,47.037
184,SVC,Extraversion,keep median,pearson,solver,mean_strl,1.406,balanced_accuracy,11,49,100.0,0,75.0,76.923,66.667,10.847,49.176,46.809,35.897,46.703
185,SVC,Neuroticism,keep median,pearson,solver,mean_strl,1.291,balanced_accuracy,10,45,100.0,0,50.0,54.321,0.0,29.484,50.0,42.553,0.0,40.37
186,SVC,Openness,keep median,pearson,solver,mean_FA,1.262,balanced_accuracy,10,44,100.0,0,100.0,100.0,100.0,100.0,61.481,61.702,65.385,59.63
187,SVC,Extraversion,keep median,pearson,solver,mean_FA,1.234,balanced_accuracy,10,43,100.0,0,96.23,96.154,95.89,98.38,43.956,42.553,37.209,48.81
188,SVC,Agreeableness,keep median,pearson,solver,mean_FA,1.205,balanced_accuracy,10,42,100.0,0,85.379,86.301,83.333,96.742,41.855,46.809,59.016,36.425
189,SVC,Extraversion,keep median,pearson,solver,mean_strl,1.176,balanced_accuracy,10,41,100.0,0,100.0,100.0,100.0,0.0,47.802,46.809,44.444,45.971
190,SVC,Extraversion,keep median,pearson,solver,num_streamlines,1.147,balanced_accuracy,10,40,100.0,0,50.0,53.846,0.0,17.394,50.0,44.681,0.0,48.901
191,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,1.061,balanced_accuracy,10,37,100.0,0,64.662,65.0,61.111,33.177,72.192,72.34,69.767,28.442
192,SVC,Conscientiousness,keep median,pearson,solver,mean_FA,1.033,balanced_accuracy,9,36,100.0,0,50.0,52.5,0.0,36.591,50.0,51.064,0.0,34.964
193,SVC,Agreeableness,keep median,pearson,solver,mean_FA,1.004,balanced_accuracy,9,35,100.0,0,74.848,75.342,71.875,87.121,41.855,46.809,59.016,40.158
194,SVC,Openness,keep median,pearson,solver,mean_FA,0.975,balanced_accuracy,9,34,100.0,0,67.181,68.354,59.016,71.01,57.87,55.319,51.163,67.407
195,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,0.947,balanced_accuracy,9,33,100.0,0,76.128,76.25,74.667,73.997,53.17,53.191,52.174,57.156
196,SVC,Neuroticism,keep median,pearson,solver,mean_FA,0.918,balanced_accuracy,9,32,100.0,0,78.041,77.778,76.923,77.58,56.574,55.319,55.319,56.759
197,SVC,Openness,keep median,pearson,solver,mean_FA,0.803,balanced_accuracy,8,28,100.0,0,63.61,64.557,56.25,68.05,60.37,57.447,52.381,64.352
198,SVC,Agreeableness,keep median,pearson,solver,mean_FA,0.775,balanced_accuracy,8,27,100.0,0,79.394,79.452,77.612,89.886,55.769,53.191,60.714,52.941
199,SVC,Neuroticism,keep median,pearson,solver,mean_FA,0.746,balanced_accuracy,8,26,100.0,0,56.511,55.556,58.14,40.663,37.87,38.298,43.137,64.537
200,SVC,Extraversion,keep median,pearson,solver,mean_FA,0.717,balanced_accuracy,8,25,100.0,0,84.921,84.615,84.211,90.476,53.114,53.191,56.0,55.128
201,SVC,Openness,keep median,pearson,solver,mean_FA,0.602,balanced_accuracy,7,21,100.0,0,63.771,64.557,57.576,67.375,57.87,55.319,51.163,66.111
202,SVC,Agreeableness,keep median,pearson,solver,mean_FA,0.574,balanced_accuracy,7,20,100.0,0,50.0,54.795,0.0,39.318,50.0,27.66,0.0,53.394
203,SVC,Neuroticism,keep median,pearson,solver,mean_FA,0.545,balanced_accuracy,7,19,100.0,0,74.201,74.074,72.727,78.194,59.074,57.447,56.522,57.037
204,SVC,Agreeableness,keep median,pearson,solver,num_streamlines,0.488,balanced_accuracy,7,17,100.0,0,78.144,78.082,76.471,81.364,36.538,42.553,55.738,37.104
205,SVC,Agreeableness,keep median,pearson,solver,mean_FA,0.43,balanced_accuracy,6,15,100.0,0,50.0,54.795,0.0,38.75,50.0,27.66,0.0,54.072
206,SVC,Openness,keep median,pearson,solver,mean_FA,0.402,balanced_accuracy,6,14,100.0,0,62.098,63.291,52.459,69.884,57.87,55.319,51.163,65.0
207,SVC,Agreeableness,keep median,pearson,solver,mean_FA,0.287,balanced_accuracy,5,10,100.0,0,50.0,54.795,0.0,51.061,50.0,27.66,0.0,54.977
208,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,0.258,balanced_accuracy,5,9,100.0,0,61.842,63.75,38.298,21.491,50.453,51.064,30.303,54.257
209,SVC,Extraversion,keep median,pearson,solver,mean_strl,0.229,balanced_accuracy,5,8,100.0,0,69.643,71.795,57.692,81.118,50.549,46.809,24.242,43.956
210,SVC,Agreeableness,keep median,pearson,solver,mean_FA,0.172,balanced_accuracy,4,6,100.0,0,50.0,54.795,0.0,36.439,50.0,27.66,0.0,57.919
211,SVC,Conscientiousness,keep median,pearson,solver,mean_strl,0.143,balanced_accuracy,4,5,100.0,0,64.286,65.0,57.576,32.519,61.685,61.702,60.87,37.228
212,RF,Openness,test throw median,pearson,solver,mean_FA,4.532,balanced_accuracy,19,158,100.0,0,98.649,98.734,98.63,100.0,40.625,38.889,31.25,45.312
213,RF,Extraversion,test throw median,pearson,solver,num_streamlines,4.475,balanced_accuracy,19,156,100.0,0,100.0,100.0,100.0,100.0,49.415,48.649,29.63,52.632
214,RF,Extraversion,test throw median,pearson,solver,mean_strl,4.418,balanced_accuracy,19,154,100.0,0,100.0,100.0,100.0,100.0,59.503,59.459,59.459,55.848
215,RF,Agreeableness,test throw median,pearson,solver,mean_FA,4.389,balanced_accuracy,19,153,100.0,0,100.0,100.0,100.0,100.0,37.175,25.641,17.143,38.636
216,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,4.36,balanced_accuracy,19,152,100.0,0,100.0,100.0,100.0,100.0,52.381,51.429,48.485,47.789
217,RF,Neuroticism,test throw median,pearson,solver,mean_FA,4.332,balanced_accuracy,19,151,100.0,0,100.0,100.0,100.0,100.0,50.81,48.889,46.512,51.417
218,RF,Openness,test throw median,pearson,solver,mean_strl,4.303,balanced_accuracy,19,150,100.0,0,100.0,100.0,100.0,100.0,46.25,44.444,37.5,37.188
219,RF,Openness,test throw median,pearson,solver,num_streamlines,4.274,balanced_accuracy,19,149,100.0,0,100.0,100.0,100.0,100.0,40.625,38.889,31.25,44.531
220,RF,Neuroticism,test throw median,pearson,solver,mean_strl,4.188,balanced_accuracy,19,146,100.0,0,100.0,100.0,100.0,100.0,51.518,48.889,43.902,45.749
221,RF,Agreeableness,test throw median,pearson,solver,mean_strl,4.131,balanced_accuracy,19,144,100.0,0,98.485,98.63,98.462,100.0,53.409,41.026,37.838,53.247
222,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,4.102,balanced_accuracy,19,143,100.0,0,100.0,100.0,100.0,100.0,53.571,54.286,46.667,45.918
223,RF,Openness,test throw median,pearson,solver,mean_FA,4.073,balanced_accuracy,18,142,100.0,0,100.0,100.0,100.0,100.0,37.5,36.111,30.303,41.875
224,RF,Neuroticism,test throw median,pearson,solver,mean_strl,4.016,balanced_accuracy,18,140,100.0,0,100.0,100.0,100.0,100.0,46.255,44.444,41.86,38.462
225,RF,Conscientiousness,test throw median,pearson,solver,num_streamlines,3.987,balanced_accuracy,18,139,100.0,0,100.0,100.0,100.0,100.0,60.714,62.857,51.852,71.088
226,RF,Agreeableness,test throw median,pearson,solver,mean_FA,3.959,balanced_accuracy,18,138,100.0,0,100.0,100.0,100.0,100.0,45.292,33.333,27.778,55.195
227,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,3.901,balanced_accuracy,18,136,100.0,0,100.0,100.0,100.0,100.0,51.19,48.571,50.0,45.918
228,RF,Openness,test throw median,pearson,solver,mean_strl,3.844,balanced_accuracy,18,134,100.0,0,100.0,100.0,100.0,100.0,38.125,36.111,25.806,41.875
229,RF,Openness,test throw median,pearson,solver,num_streamlines,3.787,balanced_accuracy,17,132,100.0,0,100.0,100.0,100.0,100.0,56.25,55.556,55.556,56.563
230,RF,Neuroticism,test throw median,pearson,solver,mean_FA,3.758,balanced_accuracy,18,131,100.0,0,100.0,100.0,100.0,100.0,51.012,46.667,33.333,55.061
231,RF,Agreeableness,test throw median,pearson,solver,mean_strl,3.729,balanced_accuracy,17,130,100.0,0,100.0,100.0,100.0,100.0,47.89,41.026,43.902,44.156
232,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,3.701,balanced_accuracy,18,129,100.0,0,100.0,100.0,100.0,100.0,45.238,45.714,38.71,42.517
233,RF,Neuroticism,test throw median,pearson,solver,mean_FA,3.643,balanced_accuracy,17,127,100.0,0,98.649,98.765,98.63,99.877,51.012,46.667,33.333,49.798
234,RF,Agreeableness,test throw median,pearson,solver,mean_strl,3.614,balanced_accuracy,18,126,100.0,0,100.0,100.0,100.0,100.0,62.338,53.846,57.143,47.727
235,RF,Extraversion,test throw median,pearson,solver,mean_strl,3.557,balanced_accuracy,17,124,100.0,0,100.0,100.0,100.0,100.0,51.608,51.351,47.059,52.339
236,RF,Agreeableness,test throw median,pearson,solver,mean_FA,3.528,balanced_accuracy,17,123,100.0,0,100.0,100.0,100.0,100.0,42.532,33.333,31.579,41.234
237,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,3.5,balanced_accuracy,17,122,100.0,0,100.0,100.0,100.0,100.0,44.838,44.444,46.809,43.117
238,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,3.442,balanced_accuracy,17,120,100.0,0,100.0,100.0,100.0,100.0,46.429,48.571,35.714,51.02
239,RF,Agreeableness,test throw median,pearson,solver,mean_strl,3.328,balanced_accuracy,16,116,100.0,0,100.0,100.0,100.0,100.0,56.981,46.154,46.154,50.325
240,RF,Extraversion,test throw median,pearson,solver,mean_FA,3.299,balanced_accuracy,18,115,100.0,0,98.81,98.718,98.63,100.0,40.789,40.541,35.294,38.012
241,RF,Openness,test throw median,pearson,solver,mean_strl,3.27,balanced_accuracy,17,114,100.0,0,100.0,100.0,100.0,100.0,44.375,41.667,27.586,33.438
242,RF,Neuroticism,test throw median,pearson,solver,mean_strl,3.242,balanced_accuracy,17,113,100.0,0,100.0,100.0,100.0,100.0,43.623,42.222,40.909,45.142
243,RF,Extraversion,test throw median,pearson,solver,mean_FA,3.213,balanced_accuracy,16,112,100.0,0,100.0,100.0,100.0,100.0,49.123,48.649,38.71,48.246
244,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,3.184,balanced_accuracy,16,111,100.0,0,97.619,97.5,97.436,99.875,51.19,51.429,45.161,46.259
245,RF,Neuroticism,test throw median,pearson,solver,mean_FA,3.155,balanced_accuracy,16,110,100.0,0,100.0,100.0,100.0,100.0,46.457,42.222,27.778,48.381
246,RF,Openness,test throw median,pearson,solver,mean_FA,3.127,balanced_accuracy,16,109,100.0,0,98.649,98.734,98.63,99.871,43.75,41.667,32.258,47.188
247,RF,Conscientiousness,test throw median,pearson,solver,num_streamlines,3.098,balanced_accuracy,16,108,100.0,0,98.684,98.75,98.667,100.0,58.333,60.0,50.0,68.707
248,RF,Openness,test throw median,pearson,solver,num_streamlines,3.069,balanced_accuracy,16,107,100.0,0,100.0,100.0,100.0,100.0,48.125,47.222,45.714,43.594
249,RF,Agreeableness,test throw median,pearson,solver,mean_FA,3.041,balanced_accuracy,16,106,100.0,0,100.0,100.0,100.0,100.0,49.675,43.59,47.619,41.883
250,RF,Agreeableness,test throw median,pearson,solver,num_streamlines,2.897,balanced_accuracy,15,101,100.0,0,100.0,100.0,100.0,100.0,41.558,35.897,39.024,44.156
251,RF,Conscientiousness,test throw median,pearson,solver,num_streamlines,2.869,balanced_accuracy,15,100,100.0,0,100.0,100.0,100.0,100.0,58.333,60.0,50.0,65.646
252,RF,Neuroticism,test throw median,pearson,solver,mean_strl,2.84,balanced_accuracy,16,99,100.0,0,100.0,100.0,100.0,100.0,46.255,44.444,41.86,35.628
253,RF,Agreeableness,test throw median,pearson,solver,mean_strl,2.811,balanced_accuracy,15,98,100.0,0,100.0,100.0,100.0,100.0,32.468,30.769,37.209,22.727
254,RF,Extraversion,test throw median,pearson,solver,mean_FA,2.783,balanced_accuracy,15,97,100.0,0,98.611,98.718,98.592,100.0,54.24,54.054,51.429,55.848
255,RF,Openness,test throw median,pearson,solver,mean_FA,2.754,balanced_accuracy,15,96,100.0,0,100.0,100.0,100.0,100.0,40.625,38.889,31.25,47.812
256,RF,Agreeableness,test throw median,pearson,solver,mean_FA,2.725,balanced_accuracy,15,95,100.0,0,100.0,100.0,100.0,100.0,47.89,41.026,43.902,44.156
257,RF,Neuroticism,test throw median,pearson,solver,mean_FA,2.697,balanced_accuracy,15,94,100.0,0,100.0,100.0,100.0,100.0,43.117,40.0,30.769,42.51
258,RF,Extraversion,test throw median,pearson,solver,mean_strl,2.639,balanced_accuracy,15,92,100.0,0,98.81,98.718,98.63,99.934,46.345,45.946,37.5,52.047
259,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,2.61,balanced_accuracy,15,91,100.0,0,100.0,100.0,100.0,100.0,50.0,51.429,41.379,53.741
260,RF,Agreeableness,test throw median,pearson,solver,mean_strl,2.524,balanced_accuracy,14,88,100.0,0,100.0,100.0,100.0,100.0,52.435,43.59,45.0,58.117
261,RF,Extraversion,test throw median,pearson,solver,num_streamlines,2.496,balanced_accuracy,14,87,100.0,0,100.0,100.0,100.0,100.0,52.047,51.351,35.714,54.971
262,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,2.467,balanced_accuracy,14,86,100.0,0,97.619,97.5,97.436,100.0,44.048,45.714,34.483,47.279
263,RF,Openness,test throw median,pearson,solver,mean_FA,2.438,balanced_accuracy,14,85,100.0,0,100.0,100.0,100.0,100.0,43.125,41.667,36.364,36.562
264,RF,Agreeableness,test throw median,pearson,solver,num_streamlines,2.41,balanced_accuracy,14,84,100.0,0,100.0,100.0,100.0,100.0,39.61,41.026,51.064,42.532
265,RF,Agreeableness,test throw median,pearson,solver,mean_FA,2.381,balanced_accuracy,14,83,100.0,0,100.0,100.0,100.0,100.0,37.013,33.333,38.095,32.792
266,RF,Extraversion,test throw median,pearson,solver,mean_FA,2.324,balanced_accuracy,14,81,100.0,0,100.0,100.0,100.0,100.0,38.158,37.838,30.303,34.064
267,RF,Extraversion,test throw median,pearson,solver,mean_strl,2.266,balanced_accuracy,14,79,100.0,0,100.0,100.0,100.0,100.0,56.871,56.757,55.556,50.877
268,RF,Openness,test throw median,pearson,solver,mean_FA,2.18,balanced_accuracy,13,76,100.0,0,94.916,94.937,94.595,99.356,37.5,36.111,30.303,42.812
269,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,2.151,balanced_accuracy,13,75,100.0,0,100.0,100.0,100.0,100.0,50.0,51.429,41.379,50.85
270,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,2.123,balanced_accuracy,13,74,100.0,0,98.684,98.75,98.667,99.937,39.286,40.0,32.258,47.959
271,RF,Agreeableness,test throw median,pearson,solver,mean_strl,2.094,balanced_accuracy,13,73,100.0,0,100.0,100.0,100.0,100.0,62.338,53.846,57.143,62.338
272,RF,Neuroticism,test throw median,pearson,solver,mean_FA,2.065,balanced_accuracy,13,72,100.0,0,100.0,100.0,100.0,100.0,43.826,40.0,27.027,47.065
273,RF,Openness,test throw median,pearson,solver,mean_strl,2.037,balanced_accuracy,13,71,100.0,0,100.0,100.0,100.0,100.0,51.25,50.0,47.059,51.406
274,RF,Extraversion,test throw median,pearson,solver,mean_FA,1.951,balanced_accuracy,13,68,100.0,0,100.0,100.0,100.0,100.0,26.901,27.027,30.769,26.608
275,RF,Agreeableness,test throw median,pearson,solver,mean_FA,1.922,balanced_accuracy,13,67,100.0,0,100.0,100.0,100.0,100.0,46.104,38.462,40.0,38.961
276,RF,Openness,test throw median,pearson,solver,mean_FA,1.865,balanced_accuracy,12,65,100.0,0,100.0,100.0,100.0,100.0,40.625,38.889,31.25,42.812
277,RF,Agreeableness,test throw median,pearson,solver,mean_strl,1.836,balanced_accuracy,12,64,100.0,0,100.0,100.0,100.0,100.0,50.649,41.026,41.026,55.195
278,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,1.807,balanced_accuracy,12,63,100.0,0,100.0,100.0,100.0,100.0,48.81,48.571,43.75,50.34
279,RF,Neuroticism,test throw median,pearson,solver,mean_FA,1.779,balanced_accuracy,12,62,100.0,0,100.0,100.0,100.0,100.0,60.83,55.556,41.176,62.652
280,RF,Neuroticism,test throw median,pearson,solver,num_streamlines,1.75,balanced_accuracy,12,61,100.0,0,98.864,98.765,98.667,99.939,50.81,48.889,46.512,43.927
281,RF,Extraversion,test throw median,pearson,solver,mean_strl,1.721,balanced_accuracy,12,60,100.0,0,100.0,100.0,100.0,100.0,48.83,48.649,45.714,44.152
282,RF,Openness,test throw median,pearson,solver,mean_strl,1.692,balanced_accuracy,12,59,100.0,0,100.0,100.0,100.0,100.0,31.875,30.556,24.242,37.812
283,RF,Agreeableness,test throw median,pearson,solver,mean_FA,1.664,balanced_accuracy,12,58,100.0,0,100.0,100.0,100.0,100.0,43.344,38.462,42.857,40.26
284,RF,Extraversion,test throw median,pearson,solver,mean_FA,1.578,balanced_accuracy,11,55,100.0,0,100.0,100.0,100.0,100.0,35.38,35.135,29.412,30.409
285,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,1.549,balanced_accuracy,11,54,100.0,0,100.0,100.0,100.0,100.0,44.048,42.857,41.176,49.83
286,RF,Openness,test throw median,pearson,solver,mean_strl,1.52,balanced_accuracy,11,53,100.0,0,98.81,98.734,98.667,99.936,46.25,44.444,37.5,55.0
287,RF,Openness,test throw median,pearson,solver,mean_FA,1.492,balanced_accuracy,11,52,100.0,0,100.0,100.0,100.0,100.0,42.5,41.667,40.0,44.219
288,RF,Agreeableness,test throw median,pearson,solver,mean_FA,1.463,balanced_accuracy,11,51,100.0,0,100.0,100.0,100.0,100.0,34.253,33.333,40.909,37.662
289,RF,Neuroticism,test throw median,pearson,solver,mean_strl,1.434,balanced_accuracy,11,50,100.0,0,100.0,100.0,100.0,100.0,52.935,48.889,37.838,46.761
290,RF,Extraversion,test throw median,pearson,solver,mean_strl,1.406,balanced_accuracy,11,49,100.0,0,100.0,100.0,100.0,100.0,51.754,51.351,43.75,51.754
291,RF,Neuroticism,test throw median,pearson,solver,mean_strl,1.291,balanced_accuracy,10,45,100.0,0,93.243,93.827,92.754,99.693,52.024,51.111,52.174,47.166
292,RF,Openness,test throw median,pearson,solver,mean_FA,1.262,balanced_accuracy,10,44,100.0,0,96.107,96.203,95.89,99.871,43.125,41.667,36.364,45.0
293,RF,Extraversion,test throw median,pearson,solver,mean_FA,1.234,balanced_accuracy,10,43,100.0,0,98.81,98.718,98.63,100.0,48.977,48.649,42.424,50.585
294,RF,Agreeableness,test throw median,pearson,solver,mean_FA,1.205,balanced_accuracy,10,42,100.0,0,100.0,100.0,100.0,100.0,44.318,35.897,35.897,37.662
295,RF,Extraversion,test throw median,pearson,solver,mean_strl,1.176,balanced_accuracy,10,41,100.0,0,96.032,96.154,95.775,98.81,57.31,56.757,46.667,63.45
296,RF,Extraversion,test throw median,pearson,solver,num_streamlines,1.147,balanced_accuracy,10,40,100.0,0,100.0,100.0,100.0,100.0,48.684,48.649,48.649,45.029
297,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,1.061,balanced_accuracy,10,37,100.0,0,97.368,97.5,97.297,99.812,41.667,42.857,33.333,44.558
298,RF,Conscientiousness,test throw median,pearson,solver,mean_FA,1.033,balanced_accuracy,9,36,100.0,0,97.494,97.5,97.368,99.624,46.429,45.714,42.424,47.619
299,RF,Agreeableness,test throw median,pearson,solver,mean_FA,1.004,balanced_accuracy,9,35,100.0,0,100.0,100.0,100.0,100.0,45.13,41.026,46.512,34.416
300,RF,Openness,test throw median,pearson,solver,mean_FA,0.975,balanced_accuracy,9,34,100.0,0,96.107,96.203,95.89,99.871,37.5,36.111,30.303,49.375
301,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,0.947,balanced_accuracy,9,33,100.0,0,100.0,100.0,100.0,100.0,44.048,45.714,34.483,47.789
302,RF,Neuroticism,test throw median,pearson,solver,mean_FA,0.918,balanced_accuracy,9,32,100.0,0,95.946,96.296,95.775,99.386,49.798,44.444,24.242,43.32
303,RF,Openness,test throw median,pearson,solver,mean_FA,0.803,balanced_accuracy,8,28,100.0,0,96.268,96.203,96.0,99.807,47.5,47.222,48.649,38.125
304,RF,Agreeableness,test throw median,pearson,solver,mean_FA,0.775,balanced_accuracy,8,27,100.0,0,100.0,100.0,100.0,100.0,36.039,35.897,44.444,33.442
305,RF,Neuroticism,test throw median,pearson,solver,mean_FA,0.746,balanced_accuracy,8,26,100.0,0,100.0,100.0,100.0,100.0,57.996,55.556,52.381,60.121
306,RF,Extraversion,test throw median,pearson,solver,mean_FA,0.717,balanced_accuracy,8,25,100.0,0,98.81,98.718,98.63,100.0,37.865,37.838,37.838,35.088
307,RF,Openness,test throw median,pearson,solver,mean_FA,0.602,balanced_accuracy,7,21,100.0,0,91.023,91.139,90.411,98.391,48.125,47.222,45.714,41.562
308,RF,Agreeableness,test throw median,pearson,solver,mean_FA,0.574,balanced_accuracy,7,20,100.0,0,100.0,100.0,100.0,100.0,29.708,30.769,40.0,28.571
309,RF,Neuroticism,test throw median,pearson,solver,mean_FA,0.545,balanced_accuracy,7,19,100.0,0,97.297,97.531,97.222,99.939,46.457,42.222,27.778,53.239
310,RF,Agreeableness,test throw median,pearson,solver,num_streamlines,0.488,balanced_accuracy,7,17,100.0,0,100.0,100.0,100.0,100.0,40.584,38.462,45.455,49.026
311,RF,Agreeableness,test throw median,pearson,solver,mean_FA,0.43,balanced_accuracy,6,15,100.0,0,100.0,100.0,100.0,100.0,39.61,41.026,51.064,27.597
312,RF,Openness,test throw median,pearson,solver,mean_FA,0.402,balanced_accuracy,6,14,100.0,0,94.755,94.937,94.444,98.005,43.125,41.667,36.364,51.562
313,RF,Agreeableness,test throw median,pearson,solver,mean_FA,0.287,balanced_accuracy,5,10,100.0,0,98.485,98.63,98.462,100.0,43.344,38.462,42.857,41.234
314,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,0.258,balanced_accuracy,5,9,100.0,0,92.356,92.5,91.892,97.494,51.19,54.286,38.462,48.98
315,RF,Extraversion,test throw median,pearson,solver,mean_strl,0.229,balanced_accuracy,5,8,100.0,0,100.0,100.0,100.0,100.0,43.275,43.243,43.243,36.842
316,RF,Agreeableness,test throw median,pearson,solver,mean_FA,0.172,balanced_accuracy,4,6,100.0,0,96.97,97.26,96.875,99.773,38.636,43.59,56.0,35.39
317,RF,Conscientiousness,test throw median,pearson,solver,mean_strl,0.143,balanced_accuracy,4,5,100.0,0,96.303,96.25,96.104,99.185,50.0,51.429,41.379,43.878
318,RF,Openness,keep median,pearson,solver,mean_FA,4.532,balanced_accuracy,19,158,100.0,0,100.0,100.0,100.0,100.0,57.87,55.319,51.163,68.148
319,RF,Extraversion,keep median,pearson,solver,num_streamlines,4.475,balanced_accuracy,19,156,100.0,0,100.0,100.0,100.0,100.0,41.484,38.298,17.143,47.802
320,RF,Extraversion,keep median,pearson,solver,mean_strl,4.418,balanced_accuracy,19,154,100.0,0,100.0,100.0,100.0,100.0,53.114,53.191,56.0,51.282
321,RF,Agreeableness,keep median,pearson,solver,mean_FA,4.389,balanced_accuracy,19,153,100.0,0,100.0,100.0,100.0,100.0,52.602,38.298,32.558,43.665
322,RF,Conscientiousness,keep median,pearson,solver,mean_strl,4.36,balanced_accuracy,19,152,100.0,0,100.0,100.0,100.0,100.0,51.087,51.064,51.064,40.036
323,RF,Neuroticism,keep median,pearson,solver,mean_FA,4.332,balanced_accuracy,19,151,100.0,0,100.0,100.0,100.0,100.0,51.667,48.936,42.857,49.537
324,RF,Openness,keep median,pearson,solver,mean_strl,4.303,balanced_accuracy,19,150,100.0,0,98.649,98.734,98.63,100.0,65.926,63.83,62.222,69.815
